DATE,V2Tone,V2Organizations
20201124130000,"1.99667221297837,3.32778702163062,1.33111480865225,4.65890183028286,20.6322795341098,2.32945091514143,491","United Overseas Bank,3656;Lloyds Bank Corporate,3491;Bank Ltd,404;Bank Ltd,2894;Sumitomo Mitsui Trust Bank,3578;Natixis Singapore Branch,3549;National Australia Bank,3353;Bank International Limited Singapore Branch,3431;National Bank,3695;Chinese Banking Corporation,3101;Singapore Branch,337;Singapore Branch,389;Singapore Branch,482;Singapore Branch,579;Singapore Branch,780;Singapore Branch,2827;Singapore Branch,2879;Singapore Branch,3023;Singapore Branch,3225;Singapore Branch,3313;Singapore Branch,3431;Singapore Branch,3467;Singapore Branch,3522;Singapore Branch,3549;Singapore Branch,3605;Singapore Branch,3633;Sumitomo Mitsui Banking Corporation Singapore Branch,780;Sumitomo Mitsui Banking Corporation Singapore Branch,3225;Mercuria Energy Trading Pte,1093;Mercuria Asia Group Holdings Pte,1134;Mercuria Energy Group Ltd,34;Hong Kong Branch,723;Hong Kong Branch,3170;London Branch,546;London Branch,2990;Ubs Ag,3614;Investment Bank,3294;Indian Bank,3327;Mercuria Group,2328"
20201124130000,"-2.06489675516224,2.50737463126844,4.57227138643068,7.07964601769912,26.6961651917404,0.884955752212389,619","Lloyds Banking Group,105"
20201125011500,"-2.57309941520468,2.33918128654971,4.91228070175439,7.25146198830409,28.4210526315789,3.04093567251462,785","Royal Mail,244;Royal Mail,546;Royal Mail,860;Lloyds Banking Group,3157;Lloyds Bank,1345;Lloyds Bank,1694"
20201123100000,"-0.15625,1.5625,1.71875,3.28125,31.09375,0.625,576","Express,2776;Lloyds Banking Group Pensions Trustees,1669;National Insurance,624;National Insurance,3807;Lloyds Bank,1691"
20201123111500,"-2.734375,1.7578125,4.4921875,6.25,24.0234375,0,494","Astrazeneca,2514;University Of Oxford,2537;Lloyds Bank,2860"
20201123123000,"-0.962695547533092,3.48977135980746,4.45246690734055,7.94223826714801,22.6233453670277,0,772","Champions League,1196;Lloyds Tsb,3479;Lloyds Tsb,3579;Europa League,1463;Europa League,4397"
20201123121500,"2.73651290070367,4.22204847537138,1.48553557466771,5.70758405003909,20.2501954652072,0,1161","Supplemental Trust Deed,3785;Supplemental Trust Deed,5836;Sterling,5082;Sterling,5257;Liability Management Team,7054;Lucid Issuer Services,7088;Lloyds Bank Corporate,6904;Securities Supplemental Trust Deed,3785"
20201123121500,"1.02997694081476,2.92851652574942,1.89853958493467,4.82705611068409,21.7448116833205,0.0230591852421214,11811","Supplemental Trust Deed,17724;Supplemental Trust Deed,19039;Supplemental Trust Deed,20800;Supplemental Trust Deed,21384;Supplemental Trust Deed,26250;Supplemental Trust Deed,27566;Supplemental Trust Deed,29332;Supplemental Trust Deed,29917;Supplemental Trust Deed,44830;Supplemental Trust Deed,44976;Supplemental Trust Deed,51931;Supplemental Trust Deed,52449;Supplemental Trust Deed,59436;United Kingdom Financial Conduct Authority,5939;United States Department Of Commerce,37873;Bloomberg Index Services Limited Bloomberg,78591;Us Department Of The Treasury,37790;Bloomberg Index Services,9308;Bloomberg Index Services,76755;Bloomberg Index Services,78573;Bloomberg Index Services,78921;Mellon Corporate Trustee Services Limited The Trustee,2359;Mellon Corporate Trustee Services Limited The Trustee,16589;Mellon Corporate Trustee Services Limited The Trustee,25111;Council Regulation Eu No,37111;Council Regulation Eu No,37142;Agency Agreement,58937;Agency Agreement,74664;Agency Agreement,74843;Agency Agreement,75250;Sterling,6313;Sterling,6359;Sterling,6447;Sterling,7888;Sterling,8063;Sterling,12315;Sterling,12483;Sterling,71514;Sterling,72425;Sterling,75670;Sterling,75887;Financial Services,487;United Nations,37386;Council Regulation No,37004;Council Regulation No,37077;Reference Bank Rate,70773;Reference Bank Rate,72203;Reference Bank Rate,72889;Reference Bank Rate,73292;Reference Bank Rate,73581;Reference Bank Rate,73709;Reference Bank Rate,73811;Securities The Supplemental Trust Deed,17724;Securities The Supplemental Trust Deed,26250;Mellon Corporate Trustee Services,2339;Mellon Corporate Trustee Services,16569;Mellon Corporate Trustee Services,25091;Mellon Corporate Trustee Services,53588;Council Regulation Ec No,38132;Supplemental Trust Deeds,52030;Supplemental Trust Deeds,52727;Supplemental Trust Deeds,52970;Office Of Foreign Assets,37745;Lloyds Bank Corporate,53232;Corporate Trust Administration Structured,54184;European Union,37411;European Union,38237;European Union,38324;Modification Of The Trust Deed,16754;Modification Of The Trust Deed,25277;Modification Of The Trust Deed,63425;Liability Management Team,53395;Deed Of The Securities,54940;Prudential Regulatory Authority,10009;Bloomberg,9293;Bloomberg,71820;Bloomberg,71937;Bloomberg,76740;Bloomberg,78558;Bloomberg,78591;Bloomberg,78802;Bloomberg,78906;Bloomberg,79030;Bloomberg,79213;Securities Of Lloyds Banking Group,16365;Securities Of Lloyds Banking Group,24887;Trustee Administration,53912;United States,14782;United States,22469;United States,23273;United States,31007;United States,31815;United States,37351;United States,37810;United States,37850;United States,42197;United States,42248;United States,45048;United States,45104;Lucid Issuer Services,53699"
20201123114500,"-2.22222222222222,0.740740740740741,2.96296296296296,3.7037037037037,28.5185185185185,0,252","Lloyds Banking Group,236;High Court,30"
20201124203000,"0.761904761904762,3.14285714285714,2.38095238095238,5.52380952380952,14.8571428571429,0.380952380952381,989","Frasers Group,5459;Debenhams,3189;Games Workshop Group,5539;Kainos Group,5493;Croda International,4730;British Airways,1696;Dechra Pharmaceuticals,5378;Pfizer,1328;Pfizer,1643;Astrazeneca,1155;Glencore,2475;Glencore,4359;Babcock International Group,5254;Lloyds Banking Group,4331;Shell,2369;Shell,4397;Spirent Communications,5425;Royce Holdings,4194;Sterling,427;Intertek Group,4601;Wood Group John,5061;Federal Reserve,249;Antofagasta,2464;Antofagasta,4224;Ocado Group,4767;Ultra Electronics Holdings,5590;Pennon Group,4805;Petrofac Ltd,5093;Reckitt Benckiser Group,4849;Intercontinental Hotels,2159"
20201124194500,"-0.864197530864198,2.46913580246914,3.33333333333333,5.80246913580247,23.9506172839506,0.987654320987654,689","Lloyds Banking Group,549"
20201124171500,"-0.505050505050505,4.29292929292929,4.7979797979798,9.09090909090909,23.2323232323232,1.76767676767677,370","Lloyds Bank,1949;Culture Recovery Fund,571"
20201124183000,"-1.99714693295292,1.28388017118402,3.28102710413695,4.56490727532097,18.9728958630528,0,625","Renault,1943;Associated British Foods,1180;Beiersdorf,1803;Bt Group,1234;Accor,2009;Distributive Trades,3699;Credit Agricole,1987;Deutsche Post,1695;Glencore,1124;Lufthansa,1525;Natwest Group,1202;Thyssenkrupp,1607;Volkswagen,1592;Airbus,2037;Royce Holdings,1015;Barclays Group,1046;Dassault Systemes,2172;Michelin,2048;Confederation Of British Industry,3749;Aveva Group,1419;Experian,1379;Federal Reserve,4231;Deutsche Bank,1629;Antofagasta,1029;Bmw,1613;Royal Dutch Shell,1113;Daimler,1639;Pearson,1244;Lloyds Banking,1075"
20201124161500,"-1.08548168249661,2.71370420624152,3.79918588873813,6.51289009497965,24.0162822252374,2.57801899592944,662","Lloyds Bank,654;Barclays,3151"
20201124134500,"-0.647249190938511,2.75080906148867,3.39805825242718,6.14886731391586,21.8446601941748,2.26537216828479,552","Lloyds Bank,644;Barclays,3141"
20201124140000,"-3.11475409836066,2.13114754098361,5.24590163934426,7.37704918032787,27.7049180327869,1.80327868852459,572","Royal Mail,239;Royal Mail,724;Royal Mail,1071;Lloyds Bank,1546;Lloyds Bank,1884;Lloyds Bank,3207"
20201124144500,"-2.42966751918159,3.45268542199488,5.88235294117647,9.33503836317136,27.7493606138107,4.34782608695652,732","Google,2529;Police Scotland,3692;Twitter,2799;Twitter,2861;Facebook,2258;Facebook,2341;Advertising Standards Authority,3788;Lloyds Bank,178;Lloyds Bank,1462;Lloyds Bank,3808"
20201124151500,"4.4080604534005,6.54911838790932,2.14105793450882,8.69017632241814,34.5088161209068,1.25944584382872,718","Tesco Bank,1322;Tesco Bank,1819;Express,3131;Sainsbury Bank,1472;Sainsbury Bank,2728;Danske Bank,2953;M S Bank,1394;Lloyds Bank,1898"
20201126100000,"-2.10970464135021,3.51617440225035,5.62587904360056,9.14205344585091,23.0661040787623,0.70323488045007,647","Cabinet Office,826;Lloyds Banking Group,57"
20201126104500,"0.878155872667399,3.18331503841932,2.30515916575192,5.48847420417124,26.4544456641054,2.08562019758507,823","Lloyds Banking Group,763;Building Society,1090;Nationwide Building Society,1090"
20201126104500,"-3.68421052631579,0.584795321637427,4.26900584795322,4.85380116959064,13.8011695906433,0.467836257309942,1164","Easyjet,8324;Marks Spencer,5158;Marks Spencer,6101;Pret A Manger,4918;Pret A Manger,6763;Debenhams,5352;Debenhams,8265;Debenhams,9154;Burger King,6640;River Island,5231;Airbus,7050;Lloyds Bank,4772;Pizza Hut,4805;Selfridges,5913;Restaurant Group,7831;Topshop,6953;Smiths Group,7122;Royal Mail,7167;Eurostar,6515;Intercontinental Hotels,5309;M Co,5503;Ryanair,8865;Waitrose,4678;Aer Lingus,7376;Johnson Matthey,7720;British Airways,8999;Azzurri Group,6146;Alexander Dennis,5088;Greene King,4339;Burberry,6256;Dining Group,6818;Pizza Express,4306;Pizza Express,5648;Shell,4497;Centrica,7756;Harrods,6984;Victoria Secret,8050;Natwest,5262;Ovo Energy,8559;Bombardier,5122;Bombardier,7681"
20201126110000,"-2.11800302571861,2.26928895612708,4.38729198184569,6.65658093797277,21.1800302571861,0,592","Lloyds Banking Group,3675;Britvic,2846;Banco Santander,3641;Nasdaq,671;Nasdaq,804"
20201126084500,"-3.27552986512524,0.770712909441233,4.04624277456647,4.81695568400771,26.9749518304432,1.15606936416185,485","Lloyds Bank On Westgate On,225;Express,708"
20201126081500,"-1.54320987654321,0.925925925925926,2.46913580246914,3.39506172839506,17.5925925925926,0,289","Lloyds Banking Group,574;Natwest Group,601;Barclays,92;Barclays,188;Barclays,767;Barclays,1049"
20201126091500,"1.10864745011086,2.88248337028825,1.77383592017738,4.65631929046563,21.7294900221729,0,419","Infrastructure Bank,238;Infrastructure Bank,1503;Infrastructure Bank,2443;United Kingdom Infrastructure Bank,2443;Lloyds Bank Commercial Banking,801"
20201126093000,"-0.599520383693045,2.15827338129496,2.75779376498801,4.91606714628297,19.5443645083933,0.959232613908873,786","Lloyds Banking Group,1523;Britvic,3274;Nasdaq,300"
20201124064500,"0.226500566251416,1.35900339750849,1.13250283125708,2.49150622876557,19.365798414496,0.792751981879955,575","Facebook Inc,798;Holdings Inc,1571;Financial Group Inc,33;Financial Group Inc,1492;Financial Group Inc,1615;America Corp,666;Lloyds Banking Group Plc,695;Accenture,895;Sumitomo Mitsui Financial Group Inc,1615;Alphabet Inc,814;Mitsubishi Ufj,1472"
20201124033000,"0.226500566251416,1.35900339750849,1.13250283125708,2.49150622876557,19.365798414496,0.792751981879955,575","Facebook Inc,798;Holdings Inc,1571;Financial Group Inc,33;Financial Group Inc,1492;Financial Group Inc,1615;America Corp,666;Lloyds Banking Group Plc,695;Accenture,895;Sumitomo Mitsui Financial Group Inc,1615;Alphabet Inc,814;Mitsubishi Ufj,1472"
20201125074500,"-2.0501138952164,2.61958997722096,4.66970387243736,7.28929384965831,27.7904328018223,2.84738041002278,809","Royal Mail,241;Royal Mail,988;Royal Mail,1210;Lloyds Banking Group,589;Lloyds Banking Group,3315;Lloyds Bank,1721;Lloyds Bank,2110"
20201123174500,"0.398406374501992,1.19521912350598,0.796812749003984,1.99203187250996,19.9203187250996,0,205","Mastercard,1165;Office Hours Call,1374;Office Hours Call,1464;American Express,1147;Natwest,880;Skipton Building Society,1090;Lloyds Bank,894;Coventry Building Society,927;Barclays,858;Royal Bank,1001"
20201123174500,"5,5,0,5,18.3333333333333,1.11111111111111,161","Oaknorth Bank,159;Lloyds Bank,230;United Trust Bank,17;United Trust Bank,764"
20201123181500,"5.08474576271186,6.21468926553672,1.12994350282486,7.34463276836158,22.0338983050847,2.25988700564972,162","Oaknorth Bank,169;Lloyds Bank,240;United Trust Bank,20;United Trust Bank,441;United Trust Bank,527"
20201123184500,"-1.49006622516556,2.1523178807947,3.64238410596026,5.79470198675497,20.364238410596,0.662251655629139,559","Pfizer,853;Pfizer,928;Astrazeneca,77;Astrazeneca,461;Astrazeneca,768;Astrazeneca,3273;University Of Oxford,132;Lloyds Banking Group,3092"
20201123184500,"-1.87074829931973,1.87074829931973,3.74149659863946,5.61224489795918,20.4081632653061,0.680272108843537,544","Pfizer,853;Pfizer,928;Astrazeneca,77;Astrazeneca,461;Astrazeneca,768;Astrazeneca,3273;University Of Oxford,132;Lloyds Banking Group,3092"
20201123184500,"-1.44927536231884,2.09339774557166,3.5426731078905,5.63607085346216,20.6119162640902,0.966183574879227,577","Pfizer,853;Pfizer,928;Astrazeneca,77;Astrazeneca,461;Astrazeneca,768;Astrazeneca,3273;University Of Oxford,132;Lloyds Banking Group,3092"
20201123183000,"0.581395348837209,1.16279069767442,0.581395348837209,1.74418604651163,23.2558139534884,0,155","Mastercard,1121;American Express,1101;Visa,1108;Natwest,884;Skipton Building Society,1054;Lloyds Bank,898;Coventry Building Society,926;Barclays,855;Royal Bank,980"
20201123190000,"-1.86440677966102,1.86440677966102,3.72881355932203,5.59322033898305,20.3389830508475,0.677966101694915,544","Pfizer,853;Pfizer,928;Astrazeneca,77;Astrazeneca,461;Astrazeneca,768;Astrazeneca,3273;University Of Oxford,132;Lloyds Banking Group,3092"
20201123190000,"-1.44230769230769,2.08333333333333,3.52564102564103,5.60897435897436,20.6730769230769,0.961538461538462,579","Pfizer,853;Pfizer,928;Astrazeneca,77;Astrazeneca,461;Astrazeneca,768;Astrazeneca,3273;University Of Oxford,132;Lloyds Banking Group,3092"
20201123191500,"-1.27591706539075,2.23285486443381,3.50877192982456,5.74162679425837,20.7336523125997,0.956937799043062,577","Pfizer,853;Pfizer,928;Astrazeneca,77;Astrazeneca,461;Astrazeneca,768;Astrazeneca,3273;University Of Oxford,132;Lloyds Banking Group,3092"
20201123193000,"-1.08695652173913,0,1.08695652173913,1.08695652173913,31.5217391304348,0,84","Lloyds Bank On Westgate,88"
20201123201500,"-1.56862745098039,1.76470588235294,3.33333333333333,5.09803921568627,21.5686274509804,0.392156862745098,470","Pfizer,549;Pfizer,624;Astrazeneca,157;Astrazeneca,464;Astrazeneca,2820;Lloyds Banking Group,2639"
20201126133000,"3.61904761904762,6.28571428571429,2.66666666666667,8.95238095238095,29.1428571428571,3.61904761904762,485","Express,1679;Lloyds Bank,2229"
20201126133000,"2.65151515151515,3.40909090909091,0.757575757575758,4.16666666666667,19.6969696969697,0,215","Office Hours Call,1472;Office Hours Call,1562;Leeds Building Society,1162;Natwest,898;Skipton Building Society,1108;Lloyds Bank,912;Coventry Building Society,945;Barclays,876;Royal Bank,1019"
20201126131500,"-2.61780104712042,3.66492146596859,6.282722513089,9.94764397905759,23.5602094240838,0,173","Institute Of Operational Risk,260;Honorary Reader At University College London,70;University Of Brussels,967;Operational Risk Measurement For Financial Institution,209;Financial Services Industry,500;Lloyds Banking Group,1190"
20201126131500,"1.93236714975845,3.86473429951691,1.93236714975845,5.79710144927536,18.5990338164251,0,340","Office Hours Call,2485;Office Hours Call,2575;Research Methodology,1164;Leeds Building Society,2209;Natwest,1945;Skipton Building Society,2155;Lloyds Bank,1959;Coventry Building Society,1992;Barclays,1923;Royal Bank,2066"
20201125204500,"-7.05263157894737,1.57894736842105,8.63157894736842,10.2105263157895,28.3157894736842,1.26315789473684,891","Express,815;Twitter,1683;Customer Services,3763;Wiltshire Police,4556;Royal Mail,428;Royal Mail,5193;Royal Mail,5351;Royal Mail,5388;Lloyds Banking Group,4257;Lloyds Bank,615"
20201125104500,"-0.826446280991736,1.8595041322314,2.68595041322314,4.54545454545455,25.6198347107438,2.47933884297521,449","University Of Warwick,1832;Lloyds Bank Spending Power,1568"
20201125113000,"4.6875,6.640625,1.953125,8.59375,24.21875,1.171875,238","Lloyds Bank Academy,23;Wales At Lloyds Banking Group,1139"
20201125120000,"-1.85185185185185,2.59259259259259,4.44444444444444,7.03703703703704,27.962962962963,1.85185185185185,499","Royal Mail,288;Royal Mail,486;Royal Mail,721;Lloyds Banking Group,2460;Lloyds Bank,860;Lloyds Bank,1272;Lloyds Bank,1632"
20201125120000,"-2.17889908256881,2.52293577981651,4.70183486238532,7.22477064220183,27.6376146788991,2.86697247706422,803","Royal Mail,206;Royal Mail,953;Royal Mail,1175;Lloyds Banking Group,554;Lloyds Banking Group,3280;Lloyds Bank,1686;Lloyds Bank,2075"
20201125111500,"-2.05479452054795,2.62557077625571,4.68036529680365,7.30593607305936,27.8538812785388,2.85388127853881,808","Royal Mail,245;Royal Mail,992;Royal Mail,1214;Lloyds Banking Group,593;Lloyds Banking Group,3319;Lloyds Bank,1725;Lloyds Bank,2114"
20201125124500,"1.59817351598174,3.42465753424658,1.82648401826484,5.25114155251141,27.1689497716895,0.45662100456621,401","Huntly Community Council,409;Huntly Community Council,1408;Huntly Community Council,2037;District Development,445;Lloyds Banking Group,2155"
20201125091500,"0.49476135040745,1.74621653084983,1.25145518044237,2.9976717112922,21.5366705471478,0,2984","Exchange Offers Do,20032;Terms Of The Exchange,19332;Authority Autorit,13413;Lloyds Bank Corporate,6783;Liability Management Group,7162;Liability Management Group,7342;Exchange Existing Tier,2113;Goldman Sachs International,6997;Group Investor Relations,6344;Group Investor Relations,6489;Exchange Agent,7503;Exchange Agent,8660;Exchange Agent,9691;Exchange Agent,9875;Exchange Agent,18577;Exchange Agent,18786;Exchange Agent,18942;Exchange Agent,19612;Merrill Lynch International,7202;Exchange The Existing Tier,1822;Exchange The Existing Tier,1968;Liability Management Team,6933;Lloyds Banking Group,397;Lloyds Banking Group,780;Lloyds Bank,2554;Lloyds Bank,3091;Lloyds Bank,3751;Lloyds Bank,4120;Lloyds Bank,6773;Exchange Consideration,2677;Exchange Consideration,3471;Exchange Consideration,4000;Exchange Consideration,4763;Group Investor Relations Director,6353;Group Investor Relations Director,6498;Financial Services,13385;Financial Services,15967;Financial Services,16492;Financial Services,17703;Financial Services,18003;United States,110;United States,186;United States,242;United States,9218;United States,9956;United States,10232;United States,10526;United States,10579;United States,11108;United States,11343;United States,11507;United States,11665;United States,11742;United States,12079;United States,12168;United States,12412;United States,12701;United States,12770;United States,12863;United States,12952;United States,13016;United States,13036;United States,13112;United States,19125;Exchange Existing,2108;Exchange Existing,11168;Exchange Existing,19389;Exchange Offer Memorandum,1500;Exchange Offer Memorandum,1540;Exchange Offer Memorandum,1678;Exchange Offer Memorandum,3905;Exchange Offer Memorandum,5747;Exchange Offer Memorandum,7776;Exchange Offer Memorandum,7911;Exchange Offer Memorandum,8842;Exchange Offer Memorandum,9122;Exchange Offer Memorandum,9467;Exchange Offer Memorandum,9600;Exchange Offer Memorandum,10832;Exchange Offer Memorandum,11609;Exchange Offer Memorandum,12287;Exchange Offer Memorandum,12355;Exchange Offer Memorandum,13221;Exchange Offer Memorandum,14107;Exchange Offer Memorandum,14677;Exchange Offer Memorandum,14898;Exchange Offer Memorandum,15041;Exchange Offer Memorandum,15341;Exchange Offer Memorandum,15523;Exchange Offer Memorandum,17010;Exchange Offer Memorandum,18320;Exchange Offer Memorandum,18744;Exchange Offer Memorandum,19428;Lucid Issuer Services,7527;Valid Offers To Exchange,2099;Valid Offers To Exchange,2302;Valid Offers To Exchange,4879;Corporate Affairs,6555"
